Fx_L,Fy_L,Fz_L,Fx_R,Fy_R,Fz_R,load_mag,cond,rmse,max,ss,rmse_L,rmse_R,base_rmse,base_tilt_max,fell
5.0821843,-5.552191,-10.40332,-2.0416133,5.19932,-4.7267213,20.158045,FAME,0.07045694475033878,0.11043187937685395,0.07026269653234138,0.07928912952811892,0.06162475997255865,0.017285477620855902,3.601002317900801,0
11.397153,13.243674,-18.284323,-0.42366198,1.4263494,-1.0783569,27.128054,no-FAME,0.06562405233512816,0.10683184389977007,0.06375228488791193,0.05331760868479724,0.07793049598545908,0.021795722273204424,4.034911996590606,0
11.397153,13.243674,-18.284323,-0.42366198,1.4263494,-1.0783569,27.128054,FAME,0.07171778128346866,0.10847217609406105,0.07343754629844929,0.07575654674539711,0.0676790158215402,0.010647508754524656,3.607177106843954,0
1.6608555,1.7799819,-0.1594108,-2.9609134,-17.210415,-4.583498,20.494457,no-FAME,0.06248316129447,0.10532473435769812,0.05839247587426305,0.07313345486490008,0.05183286772403991,0.039421679851033314,3.987439669651599,0
1.6608555,1.7799819,-0.1594108,-2.9609134,-17.210415,-4.583498,20.494457,FAME,0.07668643387782813,0.11714005069211478,0.06918349676840191,0.09099212522965455,0.062380742526001697,0.023996840036847284,3.201015181776955,0
-23.03015,-2.179819,-12.421056,2.691681,1.7824639,-2.9822378,30.651852,no-FAME,0.09583941772712126,0.15449584844070055,0.10062205577589392,0.13669277561663828,0.054986059837604254,0.03813538717128051,7.246130482336943,0
-23.03015,-2.179819,-12.421056,2.691681,1.7824639,-2.9822378,30.651852,FAME,0.10283160576240648,0.1440234638179748,0.10717508186169575,0.09805803388659708,0.10760517763821588,0.025224570871269936,4.633945116907984,0
-25.868574,4.69924,-10.33748,0.9536591,0.74117976,-1.0255889,29.835686,no-FAME,0.12674391808914479,0.1997893144166019,0.13274247500554576,0.1746364593960026,0.07885137678228697,0.05307411978866793,8.01679551331213,0
-25.868574,4.69924,-10.33748,0.9536591,0.74117976,-1.0255889,29.835686,FAME,0.12316618953117203,0.16390756643269652,0.12277489555938953,0.11242451588508967,0.1339078631772544,0.04044900844441438,4.8177768832552275,0
-5.4292097,-5.498783,-1.4151158,-5.2571774,23.370945,-6.8553963,32.77249,no-FAME,0.08924209256620727,0.123714099580555,0.09154980289324627,0.10621206090015099,0.07227212423226355,0.019252386671597278,4.714028406435388,0
