Fx_L,Fy_L,Fz_L,Fx_R,Fy_R,Fz_R,height_cmd,success,time_to_fall
1.9525401570929901,16.262219968847155,-19.520496876299653,12.433544605158055,-7.65888161782398,-3.1924007778551307,0.864085018553369,1,3.0
8.60757465489678,10.961893307945552,-10.320719945515219,-6.072322290139196,17.687388760721916,20.21942191732103,0.788085045941023,1,3.0
4.110535042865756,-6.674193918854323,10.820919960900092,-11.541808168703458,15.53060162176174,-16.690558169400234,0.9904613173271526,1,3.0
1.7953273198758737,-16.75594440048013,-26.20754289968216,-17.62467247976843,14.412427133736784,-0.3632846602679223,0.7678588902526019,0,2.0380000000000003
-3.0538080264438108,-3.710353143447705,6.434962440692459,15.041073916822967,6.119990437809722,25.777124366805268,0.7047214719011388,1,3.0
5.835764522666246,-10.710634313162291,-1.3412098274150352,16.741858047613995,-6.228433412042445,10.032882407200496,0.7977564526011388,1,3.0
-2.4965115494923005,-14.700494609680682,-12.960001394273934,-15.195192713460962,1.9539706959721883,17.88474118535985,0.8507528190909414,1,3.0
15.670920031283188,-17.86291272852699,-15.695203144556519,-6.621050340155406,12.609001628654909,3.059638211129176,0.7085088802690225,1,3.0
18.546510420041173,9.02377456842315,0.8707645979254046,-12.985117219390245,-16.055585251087557,28.827987530437802,0.8677744900101722,1,3.0
-4.662339246968891,-19.542901654998758,-7.9243451677775205,-15.36406124696481,12.04299521021219,5.319729280888453,0.962284832485369,0,1.962
11.669001523306584,10.823229940111048,-2.608806524240677,15.994669720001212,-18.352808346875133,-27.269357162244507,0.911419658325001,1,3.0
1.1557967901161774,-14.122134183984997,-9.751357094145604,-17.72490963418578,12.656841248574231,-18.12103200361231,0.8868904968934913,0,1.574
2.7217824437572915,-16.81911669652977,28.229621615758653,19.219426538760274,12.302552166394939,-5.713582262571123,0.9867885252124754,1,3.0
17.02386553170644,-16.415878630455786,-21.993634095263758,-16.14196557210463,-17.95970764684977,6.076630354426577,0.9874838001526318,0,2.2920000000000003
-17.158557672084523,6.881912294156578,-24.191762809297547,14.538825967743428,5.08642845847433,16.315852044537593,0.9472799409109686,1,3.0
-16.51482801193837,-10.18531160588621,-9.396496272545036,2.660244279566509,0.09812297251588831,-5.214832445766824,0.8823225542157553,0,2.182
-19.19126410238697,-3.178421332796063,5.4616140522294785,-5.283300487285064,-13.207219873131413,12.603498300941318,0.846329367849312,0,1.28
13.30479382191752,2.294751652956677,9.550588311001697,-6.306304934993685,-14.064842492904974,17.392170186547496,0.7039948339739401,1,3.0
11.126270037994018,14.42204695315175,-6.164595169917476,10.29456572950835,10.930365042680926,-10.964388165001033,0.8818785718679624,1,3.0
14.800485929872764,9.081770508453133,29.956679635330268,-7.4170681998285115,2.7077099534737634,28.756214402149112,0.9967264226070561,1,3.0
19.144733689310563,-9.186883790451414,-8.886420228417443,6.2927566646856725,19.319965396661296,8.979389714150138,0.9454303150072088,1,3.0
11.966342568668942,-14.740688028354896,13.284400077597148,0.6930433406432037,19.289911091533767,22.85988364716787,0.8021813931653056,1,3.0
-1.5408255098827262,-17.78502718315208,8.254961671847575,-0.6013741936771808,19.706679738570656,3.3562613285164034,0.7456141075133266,1,3.0
11.221167051458217,-7.936054620762301,18.783231794847637,16.04648682596646,-15.255379265369363,14.49618642913942,0.9352175843401462,0,1.6600000000000001
-15.269022965242671,-9.51527403041287,28.573539807229203,2.1858023448103836,17.53024547855849,16.232643696981924,0.9231813461895224,0,1.556
5.596840853100954,-1.7543773279808121,23.38761938673241,13.074464121947798,-10.217215639177489,24.494902754074744,0.9901140375937969,0,2.7840000000000003
