Fx_L,Fy_L,Fz_L,Fx_R,Fy_R,Fz_R,height_cmd,success,time_to_fall
1.9525401570929901,-14.02206781368025,24.393329953270737,-8.137749397438805,-13.01366458419977,-11.975779010490768,0.9432515845386854,1,10.0
8.60757465489678,14.725042294728567,16.442839961918324,19.680449736578964,-6.880479963676812,2.9700343677162877,0.804457582823956,0,1.732
4.110535042865756,-13.500282612945007,-10.011290878281486,-10.02319835774195,7.213946640600064,25.849123037878392,0.763436438734724,1,10.0
1.7953273198758737,4.622382571353768,-25.133916600720195,-15.763753804710712,-17.471695266454773,1.2456862345116306,0.7178149564017368,1,10.0
-3.0538080264438108,-15.04720068602234,-5.565529715171561,18.03810444221576,4.289974960461642,-13.967578088260883,0.9628080543761722,0,1.436
5.835764522666246,13.920329172889375,-16.065951469743435,-10.663189781276149,-0.8941398849433568,22.64392735044718,0.9755639353571051,1,10.0
-2.4965115494923005,12.29275834900043,-22.05074191452102,7.590730603110018,-8.640000929515956,-7.684875089252323,0.7360360546490428,1,10.0
15.670920031283188,2.7640295445837317,-26.794369092790483,-17.665745640776453,-10.46346876303768,-29.916999000060052,0.8003421224488344,0,6.442
18.546510420041173,-3.7126681109600135,13.535661852634725,9.228363965099046,0.5805097319502686,-15.138898650461044,0.7526116208545731,0,1.574
-4.662339246968891,-17.23332018179448,-29.314352482498137,15.268808493353589,-5.282896778518346,-10.905989449376257,0.7347695406477639,0,2.2560000000000002
11.669001523306584,7.897150925782547,16.234844910166572,-9.102524181361499,-1.7392043494937859,21.526648093914126,0.969960022900009,1,10.0
1.1557967901161774,-1.8582926928772459,-21.183201275977495,-4.837724156902858,-6.5009047294304025,-2.489809976013298,0.7170631777436066,1,10.0
2.7217824437572915,8.882223978813919,-25.228675044794656,-5.028152667163358,18.819747743839102,-3.324762731321954,0.994145699040702,0,2.152
17.02386553170644,14.65529303714517,-24.623817945683676,9.951530301605324,-14.66242273017584,-9.833864016006757,0.7289352582092152,0,1.302
-17.158557672084523,19.020860200115436,10.322868441234867,-10.487710298438447,-16.127841872865034,22.840687382824775,0.9590411947580757,0,1.856
-16.51482801193837,14.23213369570444,-15.277967408829314,-13.12587603809428,-6.2643308483633575,26.701606616423483,0.8699518320967488,0,1.724
-19.19126410238697,-19.53143663259992,-4.767631999194094,-2.0283340524904787,3.641076034819651,29.513419749277766,0.810375246345362,1,10.0
13.30479382191752,-5.600877420865444,3.4421274794350154,-7.821263704907221,6.367058874001131,-7.395523982340794,0.8027027129875474,1,10.0
11.126270037994018,9.19962249696232,21.633070429727624,13.567564890346098,-4.109730113278317,27.96884673763028,0.9272092429713126,0,3.04
14.800485929872764,-13.13481290954238,13.622655762679699,-10.49032695937445,19.971119756886843,17.512774177854084,0.7943719885012861,1,10.0
19.144733689310563,0.8414642481651704,-13.78032568567712,0.09557829957045882,-5.924280152278296,10.541348858656008,0.8971956749851425,0,1.666
11.966342568668942,-17.826480466429857,-22.111032042532344,17.703343987917215,8.856266718398096,-15.306631234794034,0.855197825054824,0,1.168
-1.5408255098827262,-12.000139004143996,-26.677540774728122,5.359907909786429,5.503307781231715,-17.012564343347414,0.8454896935474211,0,1.928
11.221167051458217,-19.25912822157544,-11.904081931143452,14.69157621849859,12.52215452989843,-20.03713052872526,0.9703486511947486,0,1.1440000000000001
-15.269022965242671,11.747908134296825,-14.272911045619306,17.608387574190694,19.049026538152802,25.365396613521924,0.8663935175860779,1,10.0
5.596840853100954,-11.043012477584796,-2.6315659919712218,10.030594475454077,15.591746257821612,-12.355400257010032,0.9480584809146084,0,1.512
-14.265868503638144,-6.185932772123891,10.996880132860824,7.983002408990053,10.582478974308344,-2.8143452730672927,0.9176720602304468,1,10.0
